utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
27,,,,,00:00:00,MOT,ssh !,ssh !,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
28,,,,,00:00:00,MOT,bunny's sleeping .,bunny be sleep .,n aux part,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
29,,,,,00:00:00,MOT,can you be quiet ?,can you be quiet ?,mod pro_per cop adj,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
30,,,,,00:00:00,CHI,xxx,,,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
31,,,,,00:00:00,CHI,xxx ., .,,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
32,,,,,00:00:00,MOT,he's all asleep .,he be all asleep .,pro_sub cop post adv,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
33,,,,,00:00:00,MOT,Paul can put his finger through mommy's ring .,Paul can put his finger through mommy ring .,n_prop n v det_poss n prep adj n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
34,,,,,00:00:00,MOT,now you put your finger through mommy's ring .,now you put your finger through mommy ring .,adv pro_per v det_poss n prep adj n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
35,,,,,00:00:00,MOT,what's what's that ?,what be what be that ?,pro_int cop pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
36,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
37,,,,,00:00:00,MOT,finger .,finger .,n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
38,,,,,00:00:00,MOT,that's all .,that be all .,pro_dem cop pro_indef,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
39,,,,,00:00:00,MOT,byebye .,byebye .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
40,,,,,00:00:00,MOT,can you say byebye ?,can you say byebye ?,mod pro_per v co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
41,,,,,00:00:00,MOT,byebye !,byebye !,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
42,,,,,00:00:00,MOT,did you like that book ?,do you like that book ?,mod pro_per co det_dem n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
43,,,,,00:00:00,MOT,you did .,you do .,pro_per v,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
44,,,,,00:00:00,MOT,what's this book ?,what be this book ?,pro_int cop det_dem n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
45,,,,,00:00:00,MOT,oddly enough we have both of these books .,odd enough we have both of these book .,adv adv pro_sub v qn prep det_dem n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
46,,,,,00:00:00,MOT,this was one of her first books .,this be one of her first book .,pro_dem cop det_num prep pro_obj adv n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
47,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
48,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
49,,,,,00:00:00,MOT,what are those ?,what be those ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
50,,,,,00:00:00,MOT,what's this Gail ?,what be this Gail ?,pro_int cop pro_dem n_prop,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
51,,,,,00:00:00,MOT,what does this say ?,what do this say ?,pro_int mod pro_dem v,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
52,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
53,,,,,00:00:00,MOT,you wanna play with that ?,you want to play with that ?,pro_per v inf v prep pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
54,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
55,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
56,,,,,00:00:00,MOT,how many how many kittens are there ?,how many how many kitten be there ?,pro_int qn pro_int qn n cop adv,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
57,,,,,00:00:00,MOT,you count .,you count .,pro_per v,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
58,,,,,00:00:00,MOT,how many butterflies are there ?,how many butterfly be there ?,pro_int qn n cop adv,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
59,,,,,00:00:00,MOT,one two three .,one two three .,det_num det_num det_num,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
60,,,,,00:00:00,MOT,five .,five .,det_num,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
61,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
62,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
63,,,,,00:00:00,MOT,cups !,cup !,n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
64,,,,,00:00:00,MOT,how many ?,how many ?,pro_int qn,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
65,,,,,00:00:00,MOT,can you count them ?,can you count them ?,mod pro_per v pro_obj,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
66,,,,,00:00:00,MOT,alright you don't hafta .,alright you do not have to .,co pro_per mod neg mod inf,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
67,,,,,00:00:00,MOT,how many chairs ?,how many chair ?,pro_int qn n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
68,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
69,,,,,00:00:00,MOT,what are these little animals ?,what be these little animal ?,pro_int cop det_dem adj n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
70,,,,,00:00:00,MOT,what are they ?,what be they ?,pro_int cop pro_sub,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
71,,,,,00:00:00,MOT,what are these little animals ?,what be these little animal ?,pro_int cop det_dem adj n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
72,,,,,00:00:00,MOT,what are they ?,what be they ?,pro_int cop pro_sub,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
73,,,,,00:00:00,MOT,what do they say ?,what do they say ?,pro_int mod pro_sub v,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
74,,,,,00:00:00,MOT,quack quack .,quack quack .,n n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
75,,,,,00:00:00,MOT,what says quack quack ?,what say quack quack ?,pro_int v n n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
76,,,,,00:00:00,MOT,what says quack quack ?,what say quack quack ?,pro_int v n n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
77,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
78,,,,,00:00:00,MOT,what's this Gail ?,what be this Gail ?,pro_int cop pro_dem n_prop,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
79,,,,,00:00:00,MOT,balloons !,balloon !,n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
80,,,,,00:00:00,MOT,do you like balloons ?,do you like balloon ?,mod pro_per v n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
81,,,,,00:00:00,MOT,what's what color are this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
82,,,,,00:00:00,MOT,w color's that ?,what color be that ?,pro_int n cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
83,,,,,00:00:00,MOT,pretty yellow ?,pretty yellow ?,adv n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
84,,,,,00:00:00,MOT,what color's this ?,what color be this ?,pro_int n cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
85,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
86,,,,,00:00:00,MOT,shall I get another toy ?,shall I get another toy ?,mod pro_sub v qn n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
87,,,,,00:00:00,CHI,www,,,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
88,,,,,00:00:00,MOT,look at all those numbers oh boy .,look at all those number oh boy .,v prep qn det_dem n co n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
89,,,,,00:00:00,MOT,what would you like me to get you this time ?,what will you like me to get you this time ?,pro_int mod pro_per v pro_obj inf v pro_per det_dem n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
90,,,,,00:00:00,MOT,oh look !,oh look !,co v,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
91,,,,,00:00:00,MOT,what's inside this little house ?,what be inside this little house ?,pro_int cop n det_dem adj n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
92,,,,,00:00:00,MOT,what's inside ?,what be inside ?,pro_int cop adv,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
93,,,,,00:00:00,MOT,can you tell me what this is ?,can you tell me what this be ?,mod pro_per v pro_obj pro_int det_dem cop,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
94,,,,,00:00:00,MOT,open .,open .,adj,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
95,,,,,00:00:00,MOT,it's what is it ?,it be what be it ?,pro_per cop pro_int cop pro_per,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
96,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
97,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
98,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
99,,,,,00:00:00,MOT,look .,look .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
100,,,,,00:00:00,MOT,who's this ?,who be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
101,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
102,,,,,00:00:00,MOT,says I have so much hair .,say I have so much hair .,v pro_sub v adv qn n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
103,,,,,00:00:00,MOT,can you do something with it ?,can you do something with it ?,mod pro_per v pro_indef prep pro_per,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
104,,,,,00:00:00,MOT,what are you doing ?,what be you do ?,pro_int aux pro_per part,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
105,,,,,00:00:00,MOT,are you going to make oh .,be you go to make oh .,cop pro_per part inf v co,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
106,,,,,00:00:00,MOT,you're combing your hair .,you be comb your hair .,pro_per aux part det_poss n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
107,,,,,00:00:00,MOT,r gonna brush your hair .,be go to brush your hair .,aux part inf v det_poss n,,formatted/Bernstein/Gail/010900.json,u30 u31 u34 u95 u124 u158 u158 u172 u186 u186 u186 u186 u186 u186 u205 u241 u251 u251 u303 u328 u369 u371 u384 u444 u466 u510,gail
